city,store_name,store_url
Burlington,Wiarton,https://bestbangforyourbud.com/en/stores/ON/Wiarton
Burlington,Winchester,https://bestbangforyourbud.com/en/stores/ON/Winchester
Burlington,Windsor,https://bestbangforyourbud.com/en/stores/ON/Windsor
Burlington,Wingham,https://bestbangforyourbud.com/en/stores/ON/Wingham
Burlington,Woodstock,https://bestbangforyourbud.com/en/stores/ON/Woodstock
Burlington,Woodville,https://bestbangforyourbud.com/en/stores/ON/Woodville
Burlington,York,https://bestbangforyourbud.com/en/stores/ON/York
Hamilton,New Arrivals,https://bestbangforyourbud.com/en/stores/ON/Hamilton/new-arrivals
Hamilton,AFFX CANNABIS - AFFX CANNABIS - Hamilton (Paradise),https://bestbangforyourbud.com/en/stores/ON/Hamilton/919-upper-paradise-road
Hamilton,AFFX CANNABIS - AFFX CANNABIS - Upper Centennial,https://bestbangforyourbud.com/en/stores/ON/Hamilton/263-upper-centennial-pkwy-3
Hamilton,Barttowa Tree - Barttowa Tree,https://bestbangforyourbud.com/en/stores/ON/Hamilton/1081-barton-street-east
Hamilton,BestBudz - BestBudz,https://bestbangforyourbud.com/en/stores/ON/Hamilton/1024-upper-wentworth-street
